City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Aykhal,RU,66.0,111.5,30.52,90,89,7.0,overcast clouds
349,Alta Floresta,BR,-9.8756,-56.0861,85.35,23,20,4.61,few clouds
350,Son Tay,VN,21.1378,105.505,78.73,95,98,1.81,overcast clouds
351,Sabang,ID,5.8933,95.3214,81.57,77,100,14.99,overcast clouds
352,Empalme,MX,27.9667,-110.8167,92.35,74,40,14.97,scattered clouds
353,Acajutla,SV,13.5928,-89.8275,80.71,85,65,6.62,broken clouds
354,Gazanjyk,TM,39.2446,55.5154,66.69,27,0,9.08,clear sky
355,Wenling,CN,28.3669,121.36,72.23,81,84,5.99,broken clouds
356,Taos,US,36.4072,-105.5731,79.2,31,75,12.66,broken clouds
357,Alofi,NU,-19.0595,-169.9187,82.29,65,54,13.8,broken clouds
358,Ostrovnoy,RU,68.0531,39.5131,47.5,85,97,11.86,overcast clouds
359,Noormarkku,FI,61.5927,21.8685,49.78,81,0,2.3,clear sky
360,Kabompo,ZM,-13.5927,24.2008,60.98,32,0,4.99,clear sky
361,Bud,US,39.447,-86.1758,84.15,74,100,7.23,overcast clouds
362,Wawina,HN,15.4167,-84.4333,82.54,78,100,4.81,overcast clouds
363,Madimba,TZ,-10.4,40.3333,70.61,87,8,3.02,clear sky
364,Bourail,NC,-21.5667,165.4833,78.84,70,1,1.28,clear sky
365,Beringovskiy,RU,63.05,179.3167,46.02,83,100,20.36,overcast clouds
366,Dinhata,IN,26.1333,89.4667,79.27,88,90,3.42,overcast clouds
367,Dwarka,IN,22.2394,68.9678,79.27,83,100,7.02,overcast clouds
368,Walvis Bay,NA,-22.9575,14.5053,54.55,87,12,8.05,few clouds
369,Terra Nova,BR,-12.3667,-40.6667,69.8,63,0,9.6,clear sky
370,Kaeo,NZ,-35.1,173.7833,61.32,81,94,9.62,overcast clouds
371,Mimongo,GA,-1.6195,11.6068,68.67,98,44,3.15,light rain
372,Plouzane,FR,48.3833,-4.6167,60.98,91,100,5.75,overcast clouds
373,Uray,RU,60.1247,64.7758,42.89,92,100,3.58,overcast clouds
374,La Ronge,CA,55.1001,-105.2842,70.05,24,40,12.66,scattered clouds
375,Berlevag,NO,70.8578,29.0864,46.4,81,100,12.66,overcast clouds
376,Progreso,MX,21.2833,-89.6667,79.11,79,78,8.12,broken clouds
377,Minggang,CN,32.4586,114.0486,66.7,66,0,4.79,clear sky
378,Usogorsk,RU,63.4106,48.6872,44.47,97,100,3.8,light rain
379,Nabire,ID,-3.3667,135.4833,77.97,87,100,1.3,moderate rain
380,Glinka,RU,54.6404,32.8781,45.09,57,98,10.58,overcast clouds
381,Xiangxiang,CN,27.7333,112.5333,75.02,62,100,3.53,overcast clouds
382,Aguimes,ES,27.9054,-15.4461,72.23,73,20,18.41,few clouds
383,Half Moon Bay,US,37.4636,-122.4286,84.42,70,0,11.5,mist
384,Chimoio,MZ,-19.1164,33.4833,61.03,95,0,0.85,clear sky
385,Dingle,PH,10.9995,122.6711,77.47,85,84,3.29,broken clouds
386,Beruwala,LK,6.4788,79.9828,77.22,88,100,8.79,overcast clouds
387,Ambunti,PG,-4.2365,142.8448,77.95,92,100,0.49,overcast clouds
388,Caramay,PH,10.1815,119.236,78.85,83,100,2.48,light rain
389,Nemuro,JP,43.3236,145.575,62.38,67,0,5.1,clear sky
390,Laguna,US,38.421,-121.4238,89.08,44,0,17.27,clear sky
391,Bayan,CN,46.0833,127.4,66.47,87,100,4.05,overcast clouds
392,Sobolevo,RU,54.4299,31.8996,50.11,47,100,12.82,overcast clouds
393,Ternate,ID,0.8,127.4,79.45,80,97,4.23,overcast clouds
394,Lata,PT,40.1629,-8.3327,67.08,85,0,1.14,clear sky
395,Mabaruma,GY,8.2,-59.7833,74.41,97,30,3.58,scattered clouds
396,Sumenep,ID,-7.0167,113.8667,79.5,78,97,4.61,overcast clouds
397,Petrovskaya,RU,45.4314,37.955,60.13,32,8,14.79,clear sky
398,Lingao,CN,19.9103,109.6859,77.49,79,99,3.78,overcast clouds
399,Nanortalik,GL,60.1432,-45.2371,44.38,75,32,8.99,scattered clouds
400,Sakaraha,MG,-22.9,44.5333,61.9,64,0,1.05,clear sky
401,Cancun,MX,21.1743,-86.8466,78.73,89,100,3.44,overcast clouds
402,Prieska,ZA,-29.6641,22.7474,62.17,34,65,5.26,broken clouds
403,Pozo Colorado,PY,-23.4923,-58.7972,65.25,23,1,5.88,clear sky
404,Broken Hill,AU,-31.95,141.4333,52.48,62,89,5.95,overcast clouds
405,Verkhnevilyuysk,RU,63.4453,120.3167,34.7,82,19,6.73,few clouds
406,Zyryanovsk,KZ,49.7386,84.2719,48.4,40,98,1.32,overcast clouds
407,Shenjiamen,CN,29.9576,122.298,76.59,80,22,8.7,few clouds
408,Muravlenko,RU,63.7898,74.523,35.98,68,45,4.45,scattered clouds
409,Lasa,IT,46.6166,10.7002,58.08,93,76,4.61,broken clouds
410,Uvinza,TZ,-5.1036,30.3911,74.17,46,83,2.59,broken clouds
411,Port-Gentil,GA,-0.7193,8.7815,76.96,83,75,13.8,broken clouds
412,Umm Kaddadah,SD,13.6017,26.6876,87.35,43,30,10.78,scattered clouds
413,Naze,JP,28.3667,129.4833,81.52,83,100,8.97,overcast clouds
414,Batesville,US,35.7698,-91.641,82.81,61,0,8.05,clear sky
415,Monrovia,LR,6.3005,-10.7969,76.26,88,100,10.54,light rain
416,Ortakoy,TR,38.7373,34.0387,55.65,29,0,2.37,clear sky
417,Chulman,RU,56.8479,124.9104,38.82,85,37,2.73,scattered clouds
418,Santa Maria,BR,-29.6842,-53.8069,51.1,62,0,3.44,clear sky
419,Zhangye,CN,38.9342,100.4517,63.1,26,0,5.79,clear sky
420,Bocaiuva,BR,-17.1078,-43.815,83.91,24,4,3.11,clear sky
421,Mehamn,NO,71.0357,27.8492,46.35,87,100,9.22,light rain
422,Jaguaribe,BR,-5.8906,-38.6219,86.2,34,43,7.05,scattered clouds
423,Umba,RU,66.6871,34.3429,48.88,93,97,4.74,overcast clouds
424,Thinadhoo,MV,0.5333,72.9333,81.37,72,90,14.61,overcast clouds
425,Nacala,MZ,-14.5428,40.6728,68.47,93,0,3.29,clear sky
426,Henties Bay,NA,-22.116,14.2845,55.98,91,1,5.75,clear sky
427,Bagn,NO,60.8225,9.5521,44.44,97,81,2.3,broken clouds
428,Murray Bridge,AU,-35.1167,139.2667,53.13,72,9,6.24,clear sky
429,Jambi,ID,-1.6,103.6167,71.92,96,93,2.59,overcast clouds
430,Hatillo,PR,18.4863,-66.8254,85.08,85,46,5.01,scattered clouds
431,Roald,NO,62.5833,6.1333,55.9,87,100,9.22,overcast clouds
432,Manjacaze,MZ,-24.7117,33.8828,66.16,72,0,9.31,clear sky
433,George Town,MY,5.4112,100.3354,80.89,86,20,3.44,few clouds
434,Ashqelon,IL,31.6693,34.5715,76.89,65,0,4.05,clear sky
435,Prescott,US,34.54,-112.4685,83.95,53,0,10.36,clear sky
436,Valparaiso,CL,-33.0393,-71.6273,57.0,93,100,8.05,mist
437,Saskylakh,RU,71.9167,114.0833,33.69,97,100,13.24,light snow
438,Acapulco,MX,16.8634,-99.8901,84.02,74,75,2.3,broken clouds
439,Mareeba,AU,-17.0,145.4333,77.49,82,46,4.45,scattered clouds
440,Kysyl-Syr,RU,63.8986,122.7617,34.86,83,16,8.19,few clouds
441,Whitley Bay,GB,55.0397,-1.4471,56.8,97,20,2.3,few clouds
442,Delano,US,35.7688,-119.247,97.25,57,75,6.91,light intensity drizzle
443,Bhunya,SZ,-26.55,31.0167,64.85,35,0,6.29,clear sky
444,Noumea,NC,-22.2763,166.4572,80.58,99,2,3.94,clear sky
445,North Bay,CA,46.3168,-79.4663,79.95,53,75,5.75,broken clouds
446,Tooele,US,40.5308,-112.2983,81.23,16,0,7.61,clear sky
447,Owando,CG,-0.4819,15.8999,71.92,88,29,2.62,scattered clouds
448,Kloulklubed,PW,7.0419,134.2556,77.5,69,59,3.42,broken clouds
449,Fukue,JP,32.6881,128.8419,77.76,87,54,14.23,broken clouds
450,Baraboo,US,43.4711,-89.7443,66.34,97,100,6.91,moderate rain
451,Khilok,RU,51.3674,110.4676,46.81,75,100,1.66,overcast clouds
452,Hvide Sande,DK,56.0045,8.1294,51.1,81,79,8.19,broken clouds
453,Shelabolikha,RU,53.4131,82.6167,48.15,44,100,4.29,overcast clouds
454,Cherkasskoye,RU,52.4333,47.2167,47.71,73,91,3.87,overcast clouds
455,Hastings,GB,50.8552,0.5729,63.52,88,74,6.15,broken clouds
456,Antofagasta,CL,-23.65,-70.4,58.28,82,71,7.61,broken clouds
457,Camara De Lobos,PT,32.6333,-16.9667,77.0,89,40,19.57,scattered clouds
458,Chattanooga,US,35.0456,-85.3097,75.15,90,100,0.0,overcast clouds
459,Glace Bay,CA,46.1969,-59.957,64.89,77,20,25.32,few clouds
460,Wakkanai,JP,45.4094,141.6739,64.49,68,0,8.88,clear sky
461,Qasigiannguit,GL,68.8193,-51.1922,52.05,72,100,8.61,overcast clouds
462,Urucara,BR,-2.5364,-57.76,88.79,35,24,3.94,few clouds
463,Idrinskoye,RU,54.3708,92.1358,43.09,74,61,2.48,broken clouds
464,Ciudad Del Maiz,MX,22.4,-99.6,74.5,62,100,9.48,overcast clouds
465,Russell,US,32.3502,-85.1999,79.97,89,20,8.05,few clouds
466,Coquimbo,CL,-29.9533,-71.3436,56.93,71,100,6.91,overcast clouds
467,Kasongo,CD,-4.45,26.6667,71.87,85,87,0.34,overcast clouds
468,Daru,PG,-9.0763,143.2092,80.42,84,76,12.35,broken clouds
469,Sainte-Marie,RE,-20.8968,55.5496,71.42,62,75,11.5,broken clouds
470,Dalnerechensk,RU,45.9339,133.7225,59.58,77,58,2.86,broken clouds
471,Darya Khan,PK,31.7912,71.1039,90.55,44,0,9.82,clear sky
472,Eureka,US,40.8021,-124.1637,82.2,67,79,4.0,broken clouds
473,Codajas,BR,-3.8367,-62.0569,85.51,46,70,2.13,broken clouds
474,Dakar,SN,14.6937,-17.4441,82.51,76,63,11.7,broken clouds
475,Aloleng,PH,16.1307,119.7824,81.68,79,73,6.51,broken clouds
476,Maceio,BR,-9.6658,-35.7353,72.84,94,100,4.61,mist
477,Jawhar,SO,2.7809,45.5005,74.88,83,70,13.47,broken clouds
478,Maniitsoq,GL,65.4167,-52.9,45.72,79,100,15.3,light rain
479,Cullman,US,34.1748,-86.8436,79.81,88,75,0.0,broken clouds
480,Sayyan,YE,15.1718,44.3244,64.87,39,57,5.84,broken clouds
481,Sawakin,SD,19.1059,37.3321,86.23,72,36,3.09,scattered clouds
482,Jucurutu,BR,-6.0339,-37.0203,80.82,60,20,11.68,few clouds
483,Caluquembe,AO,-13.7833,14.6833,59.58,74,79,3.71,broken clouds
484,Paamiut,GL,61.994,-49.6678,44.01,78,100,8.55,overcast clouds
485,Manokwari,ID,-0.8667,134.0833,80.2,70,98,0.83,overcast clouds
486,Kaduy,RU,59.2,37.15,45.79,75,98,3.51,overcast clouds
487,Camacha,PT,33.0833,-16.3333,72.82,88,20,9.22,few clouds
488,Glendive,US,47.1053,-104.7125,73.76,25,0,11.5,clear sky
489,Koslan,RU,63.4564,48.8989,44.44,96,100,3.87,light rain
490,Kashira,RU,54.8444,38.1669,42.71,67,45,6.26,scattered clouds
491,Tabas,IR,33.5959,56.9244,81.03,21,0,0.85,clear sky
492,Sidney,AU,-33.8679,151.2073,61.61,55,75,14.97,broken clouds
493,Biak,ID,-0.9131,122.8766,75.76,80,99,3.22,overcast clouds
494,Santa Clara,CU,22.4,-79.9667,83.86,79,75,5.75,broken clouds
495,Port Hedland,AU,-20.3167,118.5667,62.65,94,0,6.91,clear sky
496,Taoudenni,ML,22.6783,-3.9836,98.76,15,50,6.82,scattered clouds
497,El Tigre,VE,8.8875,-64.2454,83.17,54,78,5.19,broken clouds
498,Richards Bay,ZA,-28.783,32.0377,64.76,95,1,3.74,clear sky
499,Hervey Bay,AU,-25.2986,152.8535,65.53,50,77,9.06,broken clouds
500,Hukuntsi,BW,-24.0,21.75,67.95,19,0,12.08,clear sky
501,Quzhou,CN,28.9594,118.8686,70.59,73,34,3.85,scattered clouds
502,Ucluelet,CA,48.9329,-125.5528,75.51,53,0,2.51,clear sky
503,Garissa,KE,-0.4536,39.6401,73.24,79,10,15.82,clear sky
504,Bereda,ES,43.2686,-7.5406,59.14,99,0,0.18,clear sky
505,Chincha Alta,PE,-13.4099,-76.1323,63.19,76,9,3.04,clear sky
506,Tadine,NC,-21.55,167.8833,77.05,76,2,5.7,clear sky
507,Farsund,NO,58.0948,6.8047,59.05,100,96,4.0,overcast clouds
508,Batagay-Alyta,RU,67.8006,130.4114,40.41,50,91,8.32,overcast clouds
509,Bandarawela,LK,6.8305,80.9888,62.2,79,90,5.19,overcast clouds
510,Flinders,AU,-34.5833,150.8552,60.06,61,9,7.0,clear sky
511,Port Keats,AU,-14.25,129.55,81.1,68,19,5.59,few clouds
512,Launceston,AU,-41.45,147.1667,51.8,80,80,19.57,broken clouds
513,Jinchang,CN,38.4953,102.1739,62.42,33,0,2.91,clear sky
514,Krasnoturansk,RU,54.3186,91.5639,45.7,69,56,1.92,broken clouds
515,Great Yarmouth,GB,52.6083,1.7305,59.25,85,0,7.7,clear sky
516,Shingu,JP,33.7333,135.9833,79.43,73,81,6.62,broken clouds
517,Bathsheba,BB,13.2167,-59.5167,83.01,74,20,11.5,few clouds
518,Ahipara,NZ,-35.1667,173.1667,60.93,65,79,12.44,broken clouds
519,Oksfjord,NO,70.2396,22.3479,50.07,95,100,5.57,overcast clouds
520,Sylvan Lake,CA,52.3168,-114.0853,78.37,24,0,6.91,haze
521,Perehonivka,UA,48.5355,30.5192,58.42,88,100,13.91,light rain
522,Fairlie,GB,55.756,-4.8556,56.48,89,79,5.59,broken clouds
523,Road Town,VG,18.4167,-64.6167,84.24,84,40,9.22,scattered clouds
524,Raga,SS,8.4596,25.678,70.47,98,98,2.8,light rain
525,Scarborough,GB,54.2797,-0.4044,58.57,92,13,6.62,light rain
526,Marsa Matruh,EG,31.3525,27.2453,73.6,78,0,5.75,clear sky
527,Jumla,NP,29.2747,82.1838,59.94,97,94,1.77,overcast clouds
528,Moerai,PF,-22.4333,-151.3333,73.94,80,5,13.71,clear sky
529,Phonhong,LA,18.5007,102.4166,72.64,95,98,0.58,overcast clouds
530,Tessalit,ML,20.1986,1.0114,96.08,13,93,11.27,overcast clouds
531,Carballo,ES,43.213,-8.691,66.87,92,0,3.49,clear sky
532,Naberera,TZ,-4.2,36.9333,58.64,88,26,6.69,scattered clouds
533,Brenham,US,30.1669,-96.3977,93.15,41,0,3.44,clear sky
534,Duncan,US,34.5023,-97.9578,91.29,33,0,8.05,clear sky
535,Terrace,CA,54.5163,-128.6035,69.71,49,20,5.75,few clouds
536,Delfzijl,NL,53.33,6.9181,59.02,89,2,6.44,clear sky
537,La Macarena,CO,2.1837,-73.7849,71.04,99,100,2.19,overcast clouds
538,Berdigestyakh,RU,62.0989,126.6992,38.46,87,51,7.16,broken clouds
539,Hue,VN,16.4667,107.6,77.11,94,20,2.3,few clouds
540,Kapoeta,SS,4.7717,33.5903,73.13,77,95,3.22,overcast clouds
541,Klyuchi,RU,52.2667,79.1667,54.14,30,100,8.37,overcast clouds
542,Chernyshevskiy,RU,63.0128,112.4714,33.51,84,89,2.8,overcast clouds
543,West Wendover,US,40.7391,-114.0733,78.01,11,0,10.36,clear sky
544,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,85,100,14.85,overcast clouds
545,Vao,NC,-22.6667,167.4833,73.58,82,2,5.59,clear sky
546,Warrington,GB,53.3925,-2.5802,59.79,88,0,8.05,clear sky
547,Poum,NC,-20.2333,164.0167,76.89,79,0,7.9,clear sky
548,El Vendrell,ES,41.2167,1.5333,79.79,79,19,1.3,few clouds
549,Marechal Candido Rondon,BR,-24.5561,-54.0567,63.61,46,45,5.55,scattered clouds
550,Morondava,MG,-20.2833,44.2833,71.51,65,0,12.53,clear sky
551,Ugoofaaru,MV,5.6667,73.0,80.29,81,100,16.89,overcast clouds
552,Townsville,AU,-19.25,146.8,70.68,88,40,0.0,scattered clouds
553,Nha Trang,VN,12.25,109.1833,77.0,88,80,4.52,broken clouds
554,Flagstaff,US,35.1981,-111.6513,78.46,70,75,10.36,thunderstorm
555,Beira,MZ,-19.8436,34.8389,70.12,86,0,6.44,clear sky
556,Yermolayevo,RU,52.7167,55.8,36.61,88,11,7.09,few clouds
557,Geraldton,AU,-28.7667,114.6,50.41,93,0,9.22,clear sky
558,Mitu,CO,1.1983,-70.1733,72.72,98,99,3.13,overcast clouds
559,Vanimo,PG,-2.6741,141.3028,79.56,85,100,3.15,overcast clouds
560,Wewak,PG,-3.5534,143.6268,80.08,85,100,3.47,overcast clouds
561,Pasni,PK,25.2631,63.471,82.26,76,86,11.77,overcast clouds
562,Cangzhou,CN,38.3167,116.8667,66.99,80,30,5.32,scattered clouds
563,Moen,NO,69.1304,18.6123,45.86,100,75,0.0,broken clouds
564,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,83,40,17.67,scattered clouds
565,Lazaro Cardenas,MX,17.9583,-102.2,82.54,82,100,12.93,overcast clouds
566,Pundaguitan,PH,6.3711,126.1689,81.97,70,98,3.31,overcast clouds
567,Guerrero Negro,MX,27.9769,-114.0611,85.91,54,14,6.51,few clouds
568,Cabinda,AO,-5.55,12.2,73.78,87,64,8.75,broken clouds
569,Abbeville,FR,50.1,1.8333,58.96,93,0,3.98,clear sky
570,Itarema,BR,-2.9248,-39.9167,77.86,79,0,13.71,clear sky
571,Lima,PE,-12.0432,-77.0282,67.89,69,100,10.36,overcast clouds
572,Kutulik,RU,53.3508,102.7839,42.22,89,91,5.99,overcast clouds
573,Tacuarembo,UY,-31.7333,-55.9833,45.84,77,0,3.71,clear sky
574,Aksarka,RU,66.5606,67.7975,37.4,87,98,3.85,overcast clouds
575,Gigmoto,PH,13.7796,124.39,80.96,86,100,6.64,overcast clouds
576,Churapcha,RU,62.0025,132.4325,39.43,75,50,8.41,scattered clouds
577,Chalus,IR,36.655,51.4204,71.06,88,100,0.0,overcast clouds
578,Filingue,NE,14.3521,3.3168,84.61,61,97,9.82,overcast clouds
579,Atkinson,US,42.8384,-71.147,78.85,73,57,4.68,broken clouds
580,Clyde River,CA,70.4692,-68.5914,39.43,93,100,5.75,overcast clouds
581,Freeport,US,40.6576,-73.5832,80.58,57,0,10.36,clear sky
582,Kamaishi,JP,39.2667,141.8833,69.35,76,68,5.88,broken clouds
583,Yulara,AU,-25.2406,130.9889,57.52,68,31,16.26,scattered clouds
584,Baiyin,CN,36.5583,104.2081,59.92,46,10,1.36,clear sky
585,Coahuayana,MX,18.7333,-103.6833,83.97,80,99,4.52,overcast clouds
586,Zig,US,40.127,-92.7663,75.49,78,40,10.36,scattered clouds
587,Westport,US,41.1415,-73.3579,81.73,55,0,9.22,clear sky
588,Ouargaye,BF,11.5033,0.0572,75.22,90,100,8.43,overcast clouds
589,Tecoanapa,MX,16.5167,-98.75,82.18,84,100,7.23,overcast clouds
590,Boshan,CN,36.4833,117.8333,66.6,80,65,3.51,broken clouds
591,Longhua,CN,23.6137,114.1919,76.14,94,15,0.54,few clouds
592,Neiafu,TO,-18.65,-173.9833,81.28,65,75,10.36,broken clouds
593,Darnah,LY,32.767,22.6367,77.85,72,0,14.45,clear sky
594,Kosikha,RU,53.3617,84.5822,47.08,47,98,5.35,overcast clouds
595,Limbang,MY,4.75,115.0,77.11,98,100,1.95,overcast clouds
596,Cacule,BR,-14.5033,-42.2222,72.59,35,2,3.4,clear sky
597,Atasu,KZ,48.6814,71.6433,56.41,58,83,11.99,broken clouds
598,Gimli,CA,50.6336,-96.9907,60.82,48,83,9.22,broken clouds
599,Pangnirtung,CA,66.1451,-65.7125,47.8,81,100,5.7,overcast clouds
600,Khandbari,NP,27.3747,87.2039,70.83,83,91,2.04,overcast clouds
601,Pilar,BR,-9.5972,-35.9567,71.53,91,43,4.34,scattered clouds
602,Key West,US,24.5557,-81.7826,93.2,65,0,8.05,clear sky
603,Guinope,HN,13.8833,-86.9333,78.89,86,92,2.28,overcast clouds
604,Gualaquiza,EC,-3.4,-78.55,64.99,88,100,1.99,light rain
605,Shimoda,JP,34.6667,138.95,72.1,71,10,18.57,clear sky
606,Ixtapa,MX,20.7,-105.2,82.49,88,100,4.99,overcast clouds
607,Salaga,GH,8.5508,-0.5188,74.59,87,93,2.82,overcast clouds
608,Khed Brahma,IN,24.0333,73.05,81.1,77,77,3.8,broken clouds
609,Coos Bay,US,43.3665,-124.2179,88.32,60,0,16.11,smoke
610,Makakilo City,US,21.3469,-158.0858,86.32,58,0,11.5,clear sky
611,Kyra,RU,49.5776,111.9753,50.63,87,99,3.24,moderate rain
612,Esna,EG,25.2934,32.554,82.42,29,0,11.88,clear sky
613,Shar,KZ,49.5886,81.0453,54.05,29,100,6.73,overcast clouds
614,Ancud,CL,-41.8697,-73.8203,49.23,88,72,4.61,broken clouds
615,San Policarpo,PH,12.1791,125.5072,78.94,83,80,3.56,broken clouds
616,Tiznit,MA,29.5833,-9.5,75.07,56,38,1.03,scattered clouds
617,Sorland,NO,67.667,12.6934,49.86,84,100,3.4,overcast clouds
618,Lahad Datu,MY,5.0268,118.327,75.54,93,97,3.09,overcast clouds
619,Abnub,EG,27.2696,31.1511,80.82,35,0,13.51,clear sky
620,Wenatchee,US,47.4235,-120.3103,88.05,21,0,9.22,clear sky
621,Chino Valley,US,34.7575,-112.4538,86.41,50,0,10.36,clear sky
622,Idaho Falls,US,43.4666,-112.0341,74.86,24,0,3.44,clear sky
623,Jieshi,CN,22.8134,115.8257,78.31,82,60,4.9,broken clouds
624,Pervomayskiy,RU,53.2485,40.2871,44.76,64,20,4.63,few clouds
625,Ambilobe,MG,-13.2,49.05,64.81,83,19,4.14,few clouds
626,Galle,LK,6.0367,80.217,77.43,87,88,12.1,overcast clouds
627,Gondanglegi,ID,-7.7479,112.0132,74.91,90,97,8.95,overcast clouds
628,Pulandian,CN,39.3953,121.9669,65.53,77,1,4.18,clear sky
629,Gurjaani,GE,41.7429,45.8011,62.28,80,100,0.83,overcast clouds
630,Kjollefjord,NO,70.9457,27.3465,46.45,87,100,9.22,light rain
631,Sabha,LY,27.0377,14.4283,79.7,30,0,10.49,clear sky
632,Santa Fe,AR,-31.6333,-60.7,55.94,56,0,5.64,clear sky
633,Maragogi,BR,-9.0122,-35.2225,73.71,84,43,10.29,scattered clouds
634,Grand-Lahou,CI,5.1367,-5.0242,73.17,93,67,6.64,broken clouds
635,Jacksonville,US,30.3322,-81.6556,77.05,87,0,0.0,light rain
636,Olga,RU,43.7444,135.2892,62.28,66,97,1.88,overcast clouds
637,Bandarbeyla,SO,9.4942,50.8122,78.44,77,47,20.09,scattered clouds
638,Ankazobe,MG,-18.3167,47.1167,55.22,85,40,4.52,scattered clouds
639,Puerto Carreno,CO,6.189,-67.4859,84.18,74,75,3.44,broken clouds
640,Iringa,TZ,-7.7667,35.7,54.43,88,3,5.14,clear sky
641,Marzuq,YE,14.4,46.4667,80.67,49,98,2.28,overcast clouds
642,Marfino,RU,55.7028,37.3822,44.94,71,0,4.47,clear sky
643,Floresti,MD,47.8933,28.3014,62.87,95,96,6.93,overcast clouds
644,Saint-Georges,GD,12.0564,-61.7485,83.88,79,20,13.8,few clouds
645,Ampanihy,MG,-24.7,44.75,66.99,65,0,1.54,clear sky
646,Gawler,AU,-34.6,138.7333,52.21,84,51,3.51,broken clouds
647,Marevo,RU,57.3146,32.0804,41.58,73,11,5.84,few clouds
648,Dolores,AR,-36.3132,-57.6792,47.93,46,0,5.84,light rain
649,Piopio,NZ,-38.4667,175.0167,64.09,76,100,5.28,overcast clouds
650,Pontinha,PT,38.7677,-9.1994,70.56,78,0,8.05,clear sky
651,Abbeyfeale,IE,52.3814,-9.3025,60.19,97,100,7.65,overcast clouds
652,Usevya,TZ,-7.1,31.2333,72.84,43,35,1.57,scattered clouds
653,Cockburn Town,TC,21.4612,-71.1419,84.4,75,6,14.34,clear sky
654,Husavik,IS,66.0449,-17.3389,48.92,98,100,9.93,overcast clouds
655,Suntar,RU,62.1444,117.6319,35.65,88,21,3.24,few clouds
656,Alanya,TR,36.5438,31.9998,73.53,35,0,3.62,clear sky
657,Nara,JP,34.6851,135.8049,79.92,68,25,2.01,scattered clouds
658,Upata,VE,8.0086,-62.3989,82.18,71,84,3.76,broken clouds
659,Daura,NG,11.5538,11.4085,70.45,87,99,3.74,overcast clouds
660,Ippy,CF,6.2679,21.2247,68.81,98,98,4.25,moderate rain
661,San Blas,MX,21.5167,-105.2667,84.09,87,100,6.53,overcast clouds
662,Maralal,KE,1.0968,36.698,58.82,73,40,3.91,scattered clouds
663,Kedrovyy,RU,56.1667,91.8167,30.61,75,73,3.6,broken clouds
664,Avera,US,33.194,-82.5271,78.39,88,99,4.16,overcast clouds
665,Mathathane,BW,-22.2687,28.7495,68.23,26,0,4.45,clear sky
666,Grand-Santi,GF,4.25,-54.3833,76.23,84,100,1.72,overcast clouds
667,Asfi,MA,32.2994,-9.2372,71.71,86,33,11.68,scattered clouds
668,Vigrestad,NO,58.5667,5.7,58.59,80,93,4.21,overcast clouds
669,Kutum,SD,14.2,24.6667,78.85,35,37,8.52,scattered clouds
670,Benjamin Constant,BR,-4.3831,-70.0311,84.33,74,40,4.61,heavy intensity rain
671,Batagay,RU,67.6333,134.6333,41.41,52,43,9.53,scattered clouds
672,Arlit,NE,18.7369,7.3853,97.02,14,93,9.26,overcast clouds
673,Hay River,CA,60.8156,-115.7999,67.98,34,75,17.27,broken clouds
674,Dabwali,IN,29.95,74.7333,82.78,63,0,7.05,clear sky
675,Balikpapan,ID,-1.2675,116.8289,76.19,100,40,6.91,scattered clouds
676,Huanuco,PE,-9.9329,-76.2415,66.47,72,72,5.35,broken clouds
677,Vagur,FO,61.4732,-6.8119,52.59,89,54,19.75,broken clouds
678,Synya,RU,65.3718,58.0387,39.63,98,100,3.96,overcast clouds
679,Sandovo,RU,58.4602,36.4128,40.6,81,16,3.31,few clouds
680,Fairview,US,40.8126,-73.999,80.56,48,0,9.22,clear sky
681,Ponta Delgada,PT,37.7333,-25.6667,72.32,83,75,16.11,broken clouds
682,Kibaya,TZ,-5.3,36.5667,57.31,88,24,4.99,few clouds
