City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Vada,NL,2022-09-07  23-45-13,51.97,5.6667,66.11,86,100,2.3
295,Burhaniye,TR,2022-09-07  23-45-13,39.5004,26.9727,69.71,46,0,18.41
296,Port-Gentil,GA,2022-09-07  23-45-14,-0.7193,8.7815,76.96,83,75,13.8
297,Farmington,US,2022-09-07  23-44-02,36.7281,-108.2187,93.88,14,0,6.91
298,Rocha,UY,2022-09-07  23-40-26,-34.4833,-54.3333,57.81,90,0,4.76
299,Katsina,NG,2022-09-07  23-45-14,12.9894,7.6006,73.72,81,73,5.06
300,Kanalia,GR,2022-09-07  23-45-15,39.5,22.8833,64.22,78,0,2.28
301,Atar,MR,2022-09-07  23-43-59,20.5169,-13.0499,95.85,19,4,8.77
302,Ugoofaaru,MV,2022-09-07  23-45-15,5.6667,73.0,80.87,82,100,15.77
303,Quang Ngai,VN,2022-09-07  23-45-16,15.1167,108.8,77.27,87,100,3.11
304,Vila Velha,BR,2022-09-07  23-45-16,-20.3297,-40.2925,71.55,76,75,5.75
305,Pong,TH,2022-09-07  23-45-17,19.1493,100.2752,73.17,96,74,0.94
306,Midland,US,2022-09-07  23-40-34,31.9974,-102.0779,90.81,26,0,18.41
307,Namibe,AO,2022-09-07  23-45-17,-15.1961,12.1522,64.81,93,38,3.67
308,Hikari,JP,2022-09-07  23-45-18,33.955,131.95,76.98,63,97,4.23
309,Vermes,RO,2022-09-07  23-45-18,45.5206,21.6597,72.79,65,63,5.86
310,Pangnirtung,CA,2022-09-07  23-45-18,66.1451,-65.7125,47.1,62,87,9.01
311,Vardo,NO,2022-09-07  23-45-19,70.3705,31.1107,44.58,81,100,11.5
312,Chicama,PE,2022-09-07  23-44-09,-7.8447,-79.1469,59.54,79,68,7.27
313,Hami,CN,2022-09-07  23-45-19,42.8,93.45,76.64,13,3,7.49
314,Prainha,BR,2022-09-07  23-45-20,-1.8,-53.48,78.8,72,83,2.66
315,Carroll,US,2022-09-07  23-41-51,39.5501,-77.0164,69.12,86,98,1.99
316,Iwaki,JP,2022-09-07  23-45-20,37.05,140.8833,76.77,93,100,6.22
317,Quatre Cocos,MU,2022-09-07  23-45-21,-20.2078,57.7625,69.91,69,81,9.28
318,Calama,CL,2022-09-07  23-45-21,-22.4667,-68.9333,61.29,8,0,19.57
319,Charters Towers,AU,2022-09-07  23-45-22,-20.1,146.2667,74.75,57,18,16.44
320,Cozumel,MX,2022-09-07  23-42-44,20.5083,-86.9458,84.0,74,75,3.0
321,Nanakuli,US,2022-09-07  23-45-24,21.3906,-158.1547,87.75,54,75,8.05
322,Henties Bay,NA,2022-09-07  23-45-27,-22.116,14.2845,56.3,85,0,5.17
323,Leua,SK,2022-09-07  23-45-28,48.2156,18.6071,68.5,72,88,6.64
324,Hofn,IS,2022-09-07  23-45-28,64.2539,-15.2082,53.01,88,100,3.85
325,Kormilovka,RU,2022-09-07  23-45-28,55.0026,74.1028,44.08,80,10,12.19
326,Lima,PE,2022-09-07  23-44-27,-12.0432,-77.0282,61.9,80,100,12.66
327,Matanzas,CU,2022-09-07  23-45-29,23.0411,-81.5775,84.96,74,40,5.75
328,Kiunga,PG,2022-09-07  23-45-30,-6.1219,141.2906,80.24,82,68,3.0
329,San Rafael,AR,2022-09-07  23-41-13,-34.6177,-68.3301,57.34,24,87,17.96
330,San Patricio,US,2022-09-07  23-45-30,28.017,-97.5169,87.89,63,84,10.8
331,Vao,NC,2022-09-07  23-45-31,-22.6667,167.4833,69.78,70,19,12.46
332,Lavrentiya,RU,2022-09-07  23-42-10,65.5833,-171.0,43.43,88,100,8.66
333,Atambua,ID,2022-09-07  23-45-31,-9.1061,124.8925,80.47,43,79,2.21
334,Edd,ER,2022-09-07  23-45-32,13.9297,41.6925,90.95,58,53,8.66
335,Marsh Harbour,BS,2022-09-07  23-45-32,26.5412,-77.0636,83.89,69,29,5.86
336,San Angelo,US,2022-09-07  23-43-53,31.4638,-100.437,93.42,30,0,9.22
337,Flin Flon,CA,2022-09-07  23-45-33,54.7682,-101.865,75.04,33,75,9.22
338,Muyezerskiy,RU,2022-09-07  23-45-33,63.9333,31.65,34.16,95,62,4.56
339,Shetpe,KZ,2022-09-07  23-45-34,44.1667,52.1167,58.78,60,58,3.11
340,Faanui,PF,2022-09-07  23-45-34,-16.4833,-151.75,78.6,73,8,20.67
341,Lazaro Cardenas,MX,2022-09-07  23-45-34,17.9583,-102.2,83.26,74,56,7.43
342,Carlyle,US,2022-09-07  23-40-57,38.6103,-89.3726,79.25,66,36,4.07
343,Shestakovo,RU,2022-09-07  23-45-35,56.4915,103.96,54.59,87,100,7.09
344,Bom Jardim,BR,2022-09-07  23-45-35,-7.7958,-35.5872,63.12,89,3,5.57
345,Lompoc,US,2022-09-07  23-45-35,34.6391,-120.4579,99.79,56,0,13.8
346,Verkh-Usugli,RU,2022-09-07  23-45-36,52.7,115.1667,50.09,61,65,1.23
347,Castro Verde,PT,2022-09-07  23-45-36,37.6983,-8.0858,62.02,86,31,6.73
348,Port Moresby,PG,2022-09-07  23-45-36,-9.4431,147.1797,85.42,74,20,3.44
349,Guanare,VE,2022-09-07  23-45-37,9.0418,-69.7421,76.15,87,93,2.66
350,Mitu,CO,2022-09-07  23-45-37,1.1983,-70.1733,73.54,90,82,1.43
351,Issenye,TZ,2022-09-07  23-45-38,-2.0,34.3333,65.7,82,100,2.1
352,Challans,FR,2022-09-07  23-44-54,46.8436,-1.8749,63.97,78,31,17.87
353,Benjamin Constant,BR,2022-09-07  23-45-38,-4.3831,-70.0311,82.53,74,20,4.61
354,Maunabo,PR,2022-09-07  23-45-39,18.0072,-65.8993,82.71,90,91,3.94
355,Tezu,IN,2022-09-07  23-45-39,27.9167,96.1667,77.54,73,98,2.62
356,Laviana,ES,2022-09-07  23-45-40,43.2333,-5.5333,64.92,78,97,3.02
357,Bonavista,CA,2022-09-07  23-45-40,48.6499,-53.1147,55.9,72,100,17.87
358,Emerald,AU,2022-09-07  23-41-53,-23.5333,148.1667,64.54,88,100,16.11
359,Athabasca,CA,2022-09-07  23-45-11,54.7169,-113.2854,63.01,55,100,6.33
360,Glencoe,ZA,2022-09-07  23-45-40,-28.1783,30.147,53.82,61,0,2.68
361,Saveh,IR,2022-09-07  23-45-41,35.0213,50.3566,78.31,16,30,3.38
362,Narsaq,GL,2022-09-07  23-45-41,60.9167,-46.05,46.62,82,52,3.38
363,Tres Arroyos,AR,2022-09-07  23-45-41,-38.3739,-60.2798,53.64,54,100,8.25
364,Vrangel,RU,2022-09-07  23-45-42,42.7297,133.0839,67.95,73,0,3.76
365,Saint-Louis,SN,2022-09-07  23-45-45,16.3333,-15.0,87.44,71,43,15.3
366,Brezovo,BG,2022-09-07  23-45-45,42.35,25.0833,59.4,65,0,5.61
367,Shiojiri,JP,2022-09-07  23-45-46,36.1,137.9667,69.33,87,75,6.91
368,Bukachacha,RU,2022-09-07  23-45-46,52.9833,116.9167,51.69,48,6,2.37
369,Kahului,US,2022-09-07  23-42-19,20.8947,-156.47,89.62,65,20,26.46
370,Teya,RU,2022-09-07  23-44-10,60.3778,92.6267,51.91,88,77,16.96
371,Cabedelo,BR,2022-09-07  23-45-47,-6.9811,-34.8339,72.27,78,7,15.93
372,Gari,RU,2022-09-07  23-45-47,59.4307,62.3497,41.77,94,96,5.17
373,Yinchuan,CN,2022-09-07  23-45-47,38.4681,106.2731,72.57,38,83,3.18
374,Iroquois Falls,CA,2022-09-07  23-45-47,48.7669,-80.6831,60.19,74,57,4.23
375,Polson,US,2022-09-07  23-44-17,47.6936,-114.1632,87.73,21,68,8.99
376,Phetchaburi,TH,2022-09-07  23-40-51,12.9667,99.5833,73.92,95,100,2.24
377,Ust-Omchug,RU,2022-09-07  23-45-48,61.15,149.6333,47.62,87,100,9.95
378,College,US,2022-09-07  23-45-48,64.8569,-147.8028,59.22,74,75,0.0
379,San-Pedro,CI,2022-09-07  23-45-48,4.7485,-6.6363,72.81,94,51,5.68
380,Kidal,ML,2022-09-07  23-45-49,18.4411,1.4078,91.8,20,17,7.74
381,Okhotsk,RU,2022-09-07  23-45-49,59.3833,143.3,53.15,95,100,17.65
382,Kashi,CN,2022-09-07  23-45-49,39.4547,75.9797,72.61,28,0,11.18
383,Zhigansk,RU,2022-09-07  23-45-50,66.7697,123.3711,45.55,73,96,6.93
384,Hasaki,JP,2022-09-07  23-41-14,35.7333,140.8333,75.6,82,77,18.01
385,Alta Floresta,BR,2022-09-07  23-45-50,-9.8756,-56.0861,82.8,43,64,3.13
386,Dali,CN,2022-09-07  23-45-50,25.7,100.1833,60.71,77,70,2.39
387,Sambava,MG,2022-09-07  23-45-51,-14.2667,50.1667,65.8,86,25,9.62
388,Rorvik,NO,2022-09-07  23-45-51,64.8621,11.2373,54.32,68,87,10.42
389,Bantry,IE,2022-09-07  23-45-51,51.6833,-9.45,58.78,94,74,5.61
390,Bud,US,2022-09-07  23-45-51,39.447,-86.1758,77.2,65,34,3.18
391,Bathsheba,BB,2022-09-07  23-41-28,13.2167,-59.5167,83.01,78,40,6.91
392,Orzu,TJ,2022-09-07  23-45-52,37.5593,68.8184,66.6,18,0,3.15
393,Saint Anthony,US,2022-09-07  23-45-52,45.0205,-93.218,85.95,59,40,6.91
394,Waipawa,NZ,2022-09-07  23-42-52,-41.4122,175.5153,51.39,64,89,0.65
395,Tecoanapa,MX,2022-09-07  23-45-53,16.5167,-98.75,82.45,73,100,7.45
396,Hurghada,EG,2022-09-07  23-45-54,27.2574,33.8129,84.24,26,0,9.22
397,Yar-Sale,RU,2022-09-07  23-45-54,66.8333,70.8333,30.4,88,59,8.7
398,Chirongui,YT,2022-09-07  23-45-54,-12.9319,45.1483,75.13,72,5,7.67
399,Lubuagan,PH,2022-09-07  23-45-55,17.3548,121.1747,76.1,80,42,1.28
400,Hovd,MN,2022-09-07  23-45-55,48.0056,91.6419,63.37,23,0,9.73
401,Mukhen,RU,2022-09-07  23-45-55,48.1,136.1,64.31,62,5,11.68
402,Mittweida,DE,2022-09-07  23-45-56,50.9833,12.9833,60.64,90,92,4.25
403,La Grande,US,2022-09-07  23-45-14,45.3246,-118.0877,86.02,21,96,9.33
404,Rabak,SD,2022-09-07  23-45-56,13.1809,32.74,76.21,82,83,12.33
405,Mariakani,KE,2022-09-07  23-45-56,-3.8633,39.4736,69.89,97,13,6.46
406,Yashan,CN,2022-09-07  23-45-57,22.1975,109.9419,77.74,91,99,2.08
407,Muros,ES,2022-09-07  23-45-57,42.7762,-9.0603,66.09,87,88,4.34
408,Korhogo,CI,2022-09-07  23-45-57,9.45,-5.6333,70.12,96,32,3.91
409,Horsham,GB,2022-09-07  23-45-58,51.064,-0.3272,62.44,94,75,2.3
410,Cabo San Lucas,MX,2022-09-07  23-45-58,22.8909,-109.9124,81.05,87,100,8.01
411,Aksarka,RU,2022-09-07  23-45-47,66.5606,67.7975,29.97,86,49,4.97
412,Portales,US,2022-09-07  23-46-01,34.1862,-103.3344,90.34,26,0,1.01
413,Szydlowiec,PL,2022-09-07  23-46-02,51.2282,20.8611,57.52,47,83,7.47
414,Saint-Pierre,RE,2022-09-07  23-46-02,-21.3393,55.4781,69.91,64,100,5.75
415,Mudkhed,IN,2022-09-07  23-46-03,19.1667,77.5167,75.09,93,100,5.75
416,Shingu,JP,2022-09-07  23-46-03,33.7333,135.9833,81.75,78,95,7.74
417,Ada,US,2022-09-07  23-46-04,43.4166,-116.1262,97.99,18,53,18.99
418,Deniliquin,AU,2022-09-07  23-46-04,-35.5333,144.9667,54.68,94,100,20.31
419,Gigmoto,PH,2022-09-07  23-46-05,13.7796,124.39,84.51,76,79,4.9
420,Bilaspur,IN,2022-09-07  23-46-05,22.0833,82.15,77.14,88,80,4.76
421,Tautira,PF,2022-09-07  23-46-05,-17.7333,-149.15,76.77,77,17,21.23
422,Pontianak,ID,2022-09-07  23-45-59,-0.0333,109.3333,75.18,94,20,2.3
423,Suntar,RU,2022-09-07  23-46-06,62.1444,117.6319,42.66,88,43,7.11
424,Demba,CD,2022-09-07  23-46-07,-5.51,22.2667,73.11,68,44,2.15
425,Moron,AR,2022-09-07  23-46-07,-34.6534,-58.6198,68.05,70,2,6.85
426,Kiama,AU,2022-09-07  23-46-07,-34.6833,150.8667,67.24,71,98,15.61
427,Portland,US,2022-09-07  23-45-21,45.5234,-122.6762,84.99,46,40,18.41
428,Antibes,FR,2022-09-07  23-46-09,43.5624,7.1278,74.68,79,20,8.05
429,Littleton,US,2022-09-07  23-44-05,39.6133,-105.0166,96.89,15,20,17.27
430,Toamasina,MG,2022-09-07  23-45-07,-18.1667,49.3833,64.4,94,20,2.3
431,Zhangye,CN,2022-09-07  23-46-09,38.9342,100.4517,66.13,27,22,6.85
432,Tyrma,RU,2022-09-07  23-46-10,50.0833,132.1667,56.39,65,26,8.77
433,Tarbagatay,RU,2022-09-07  23-46-10,51.4803,107.3602,51.33,58,83,2.17
434,Labuhan,ID,2022-09-07  23-46-11,-6.8844,112.2051,78.91,83,69,7.7
435,Sativasur,CO,2022-09-07  23-46-11,6.0936,-72.7122,52.92,92,76,4.63
436,Gulu,UG,2022-09-07  23-46-12,2.7746,32.299,64.4,93,100,4.23
437,Sibolga,ID,2022-09-07  23-46-12,1.7427,98.7792,75.81,84,100,3.58
438,Kaeo,NZ,2022-09-07  23-46-12,-35.1,173.7833,57.92,58,26,4.16
439,Urumqi,CN,2022-09-07  23-46-13,43.801,87.6005,76.15,18,0,13.42
440,Kajansi,UG,2022-09-07  23-46-14,0.2081,32.5222,68.68,91,68,3.96
441,Cockburn Town,TC,2022-09-07  23-43-35,21.4612,-71.1419,83.43,74,5,11.14
442,Ayr,GB,2022-09-07  23-46-14,55.4627,-4.6339,60.69,88,20,4.61
443,Licheng,CN,2022-09-07  23-46-15,23.2955,113.8284,80.58,81,73,3.24
444,Wanaka,NZ,2022-09-07  23-46-15,-44.7,169.15,43.14,76,88,2.55
445,La Ronge,CA,2022-09-07  23-46-16,55.1001,-105.2842,70.05,35,75,10.36
446,Zhiryatino,RU,2022-09-07  23-46-16,53.2228,33.7306,48.52,90,100,5.82
447,Panormos,GR,2022-09-07  23-46-16,35.4182,24.6909,73.26,63,20,14.2
448,Oyama,JP,2022-09-07  23-46-17,36.3,139.8,77.59,91,100,7.27
449,Asau,RO,2022-09-07  23-46-17,46.4333,26.4,51.28,91,13,4.83
450,Moose Factory,CA,2022-09-07  23-45-49,51.2585,-80.6094,64.4,68,0,5.75
451,Toora-Khem,RU,2022-09-07  23-46-18,52.4675,96.11,54.63,57,29,3.15
452,Corner Brook,CA,2022-09-07  23-45-11,48.9667,-57.9484,50.16,82,98,2.39
453,Yulara,AU,2022-09-07  23-46-18,-25.2406,130.9889,60.78,35,0,13.69
454,Nandikotkur,IN,2022-09-07  23-46-19,15.8667,78.2667,76.14,85,100,1.97
455,Najran,SA,2022-09-07  23-42-10,17.4924,44.1277,79.45,23,5,3.13
456,Bobo Dioulasso,BF,2022-09-07  23-46-20,11.1771,-4.2979,75.65,100,20,2.3
457,Yurla,RU,2022-09-07  23-46-20,59.3259,54.3223,43.45,96,100,2.24
458,Smithers,CA,2022-09-07  23-46-21,54.7804,-127.1743,59.32,58,75,9.22
459,Namur,BE,2022-09-07  23-46-24,50.4669,4.8675,62.62,94,97,6.53
460,Martapura,ID,2022-09-07  23-46-24,-3.4167,114.85,77.09,94,20,3.44
461,Lasa,IT,2022-09-07  23-46-25,46.6166,10.7002,65.28,96,96,5.19
462,Moindou,NC,2022-09-07  23-46-25,-21.6924,165.677,73.44,64,12,5.88
463,Amahai,ID,2022-09-07  23-46-26,-3.3333,128.9167,80.22,79,92,2.39
464,Lufilufi,WS,2022-09-07  23-46-26,-13.8745,-171.5986,80.85,70,38,20.2
465,Cermik,TR,2022-09-07  23-46-27,38.1361,39.4493,68.68,34,0,6.15
466,Taquari,BR,2022-09-07  23-46-27,-29.7997,-51.8644,65.32,85,17,3.24
467,Fort-Shevchenko,KZ,2022-09-07  23-46-27,44.5086,50.263,65.55,64,99,2.1
468,Klaksvik,FO,2022-09-07  23-46-28,62.2266,-6.589,58.12,98,71,17.05
469,Cascais,PT,2022-09-07  23-46-28,38.6979,-9.4215,70.97,70,36,11.99
470,Jiexiu,CN,2022-09-07  23-46-29,37.0244,111.9125,69.55,40,99,2.46
471,Dongning,CN,2022-09-07  23-46-29,44.0622,131.1207,69.51,67,0,6.02
472,Lugovoy,KZ,2022-09-07  23-46-30,42.9472,72.7644,66.52,40,0,5.88
473,Jumla,NP,2022-09-07  23-46-30,29.2747,82.1838,60.22,90,71,1.03
474,Antofagasta,CL,2022-09-07  23-42-18,-23.65,-70.4,56.48,83,36,4.94
475,Robertsport,LR,2022-09-07  23-46-30,6.7533,-11.3686,76.91,85,99,11.34
476,Puerto Penasco,MX,2022-09-07  23-46-31,31.3167,-113.5333,87.91,71,4,11.01
477,Pringsewu,ID,2022-09-07  23-46-31,-5.3582,104.9744,73.72,95,100,2.17
478,Dalian,CN,2022-09-07  23-46-32,38.9122,121.6022,73.33,56,0,0.0
479,Los Llanos De Aridane,ES,2022-09-07  23-46-32,28.6585,-17.9182,69.55,93,0,9.22
480,Rundu,NA,2022-09-07  23-46-32,-17.9333,19.7667,64.67,25,0,7.11
481,Pokhara,NP,2022-09-07  23-46-33,28.2333,83.9833,68.77,84,34,4.43
482,Prince Rupert,CA,2022-09-07  23-46-33,54.3161,-130.3201,58.69,88,75,18.41
483,Valdemarpils,LV,2022-09-07  23-46-33,57.3707,22.5919,50.49,69,48,4.54
484,Manado,ID,2022-09-07  23-46-34,1.487,124.8455,81.37,78,20,1.14
485,Laredo,US,2022-09-07  23-46-34,27.5064,-99.5075,91.69,49,0,4.61
486,Svetlogorsk,BY,2022-09-07  23-46-34,52.6333,29.7333,46.83,67,95,5.17
487,Mbour,SN,2022-09-07  23-46-35,14.422,-16.9638,79.65,77,69,9.15
488,Richards Bay,ZA,2022-09-07  23-46-35,-28.783,32.0377,64.76,76,0,13.33
489,Pershotravneve,UA,2022-09-07  23-46-35,51.3929,28.8684,43.52,62,1,4.56
490,Marivan,IR,2022-09-07  23-46-36,35.5219,46.176,70.45,34,1,3.0
491,Hokitika,NZ,2022-09-07  23-46-36,-42.7167,170.9667,51.26,74,34,3.38
492,Galesong,ID,2022-09-07  23-46-37,-5.3166,119.3661,77.02,70,89,6.02
493,Ban Bung,TH,2022-09-07  23-46-37,18.3081,100.7044,72.88,98,87,1.86
494,Zheshart,RU,2022-09-07  23-46-38,62.0731,49.5733,35.74,96,98,5.41
495,Gizo,SB,2022-09-07  23-46-38,-8.103,156.8419,83.39,72,32,5.5
496,Skjervoy,NO,2022-09-07  23-46-38,70.0311,20.9714,46.4,74,100,5.5
497,Poum,NC,2022-09-07  23-46-39,-20.2333,164.0167,72.46,77,49,3.71
498,Pemangkat,ID,2022-09-07  23-42-02,1.1667,108.9667,77.85,84,98,0.94
499,Morgan City,US,2022-09-07  23-46-39,29.6994,-91.2068,72.0,88,43,9.93
500,Udachnyy,RU,2022-09-07  23-46-39,66.4167,112.4,39.45,86,75,6.29
501,Okha,RU,2022-09-07  23-46-40,53.5739,142.9478,55.18,67,100,26.46
502,Dire,ML,2022-09-07  23-46-40,12.2833,-10.9667,73.94,93,81,1.45
503,Redcliffe,AU,2022-09-07  23-46-40,-27.2307,153.0973,68.14,66,75,5.75
504,Harer,ET,2022-09-07  23-46-41,9.3094,42.1258,58.73,90,14,6.69
505,Belaya Kholunitsa,RU,2022-09-07  23-46-36,58.84,50.8528,44.58,98,100,1.48
506,Develi,TR,2022-09-07  23-46-44,38.3906,35.4922,49.35,66,0,1.59
507,Aksarayskiy,RU,2022-09-07  23-46-44,46.7924,48.0119,51.17,54,7,3.87
508,Hervey Bay,AU,2022-09-07  23-46-45,-25.2986,152.8535,71.02,65,16,3.0
509,Bintulu,MY,2022-09-07  23-46-45,3.1667,113.0333,75.61,94,40,2.3
510,Gornozavodsk,RU,2022-09-07  23-46-45,58.3758,58.3211,40.87,95,92,3.29
511,Samarai,PG,2022-09-07  23-46-46,-10.6167,150.6667,81.19,78,43,9.44
512,Daru,PG,2022-09-07  23-46-46,-9.0763,143.2092,80.6,83,80,13.71
513,Neiafu,TO,2022-09-07  23-46-46,-18.65,-173.9833,81.28,78,20,9.22
514,San Cristobal,VE,2022-09-07  23-46-47,7.7669,-72.225,80.78,97,36,3.38
515,Mayfield,US,2022-09-07  23-46-47,36.7417,-88.6367,80.98,64,40,3.44
516,Safford,US,2022-09-07  23-46-47,32.834,-109.7076,94.12,20,0,10.36
517,Sukhobuzimskoye,RU,2022-09-07  23-46-47,56.5,93.2728,62.67,66,100,13.71
518,Chivolo,CO,2022-09-07  23-46-48,10.025,-74.6228,78.37,87,100,7.58
519,Mata,PT,2022-09-07  23-46-48,40.683,-7.4592,62.76,93,100,2.89
520,Kangaatsiaq,GL,2022-09-07  23-46-48,68.3065,-53.4641,39.27,92,100,9.55
521,Ginda,IN,2022-09-07  23-46-49,30.6945,78.4932,61.59,81,0,4.88
522,Uruzgan,AF,2022-09-07  23-46-49,32.8333,66.0,69.94,20,0,1.95
523,Inhambane,MZ,2022-09-07  23-46-49,-23.865,35.3833,70.14,61,100,7.27
524,Presidente Bernardes,BR,2022-09-07  23-46-50,-22.0061,-51.5531,73.78,50,13,7.2
525,Bumba,CD,2022-09-07  23-46-50,2.1833,22.4667,71.44,95,95,2.39
526,Isangel,VU,2022-09-07  23-46-50,-19.55,169.2667,82.51,78,75,4.61
527,Egvekinot,RU,2022-09-07  23-45-45,66.3167,-179.1667,38.82,68,4,0.92
528,La Palma,US,2022-09-07  23-46-51,33.8464,-118.0467,107.87,48,75,11.5
529,Kemijarvi,FI,2022-09-07  23-46-51,66.7131,27.4306,34.18,83,89,2.53
530,Sinnamary,GF,2022-09-07  23-46-51,5.3833,-52.95,78.49,87,55,11.03
531,Fallon,US,2022-09-07  23-42-08,39.4735,-118.7774,102.07,8,40,0.0
532,Kysyl-Syr,RU,2022-09-07  23-46-52,63.8986,122.7617,44.26,81,71,7.43
533,Itoman,JP,2022-09-07  23-46-52,26.1247,127.6694,82.78,74,75,17.27
534,Totness,SR,2022-09-07  23-46-52,5.8833,-56.3167,80.53,83,9,12.41
535,Thinadhoo,MV,2022-09-07  23-44-40,0.5333,72.9333,82.44,70,100,15.19
536,Vestmannaeyjar,IS,2022-09-07  23-46-53,63.4427,-20.2734,53.74,87,100,8.37
537,Vila Franca Do Campo,PT,2022-09-07  23-44-58,37.7167,-25.4333,79.2,90,72,10.42
538,Onega,RU,2022-09-07  23-46-53,63.9061,38.1404,41.47,89,96,7.11
539,Nakhon Si Thammarat,TH,2022-09-07  23-46-53,8.25,100.0,78.8,81,100,4.99
540,Shimoda,JP,2022-09-07  23-46-54,34.6667,138.95,77.36,88,100,9.19
541,Burgeo,CA,2022-09-07  23-46-54,47.6167,-57.6152,59.7,64,100,4.41
542,Chapais,CA,2022-09-07  23-46-54,49.7834,-74.8492,64.18,64,100,4.88
543,Teseney,ER,2022-09-07  23-46-55,15.11,36.6575,75.54,73,95,3.56
544,Kavaratti,IN,2022-09-07  23-46-55,10.5669,72.642,79.59,82,100,26.93
545,Valle De Allende,MX,2022-09-07  23-46-55,26.9333,-105.4,73.02,61,100,2.8
546,Lagoa,PT,2022-09-07  23-43-07,39.05,-27.9833,74.84,88,99,21.34
547,Tecolutla,MX,2022-09-07  23-46-56,20.4833,-97.0167,81.75,78,59,8.52
548,Bam,IR,2022-09-07  23-46-56,29.106,58.357,79.79,12,0,3.87
549,Nemuro,JP,2022-09-07  23-45-44,43.3236,145.575,64.6,83,75,10.51
550,Dicamay,PH,2022-09-07  23-46-56,16.7561,122.0037,79.81,86,55,1.66
551,Pemba,MZ,2022-09-07  23-47-00,-12.974,40.5178,71.42,73,0,10.27
552,Dongsheng,CN,2022-09-07  23-47-00,39.8161,109.9776,64.54,38,17,6.85
553,Ojinaga,MX,2022-09-07  23-47-00,29.5667,-104.4167,88.75,40,0,5.75
554,French Harbor,HN,2022-09-07  23-47-01,16.35,-86.4333,86.0,86,40,8.05
555,Kieta,PG,2022-09-07  23-47-01,-6.2167,155.6333,85.01,67,39,6.17
556,Samarinda,ID,2022-09-07  23-47-01,-0.5,117.15,73.74,97,100,0.38
557,Olafsvik,IS,2022-09-07  23-45-34,64.8945,-23.7142,52.36,78,37,3.47
558,Alice Springs,AU,2022-09-07  23-46-28,-23.7,133.8833,62.15,26,0,1.14
559,Iglesias,IT,2022-09-07  23-47-02,39.3114,8.535,76.78,84,51,2.35
560,Sharlyk,RU,2022-09-07  23-47-02,52.9167,54.75,47.86,62,90,7.7
561,Marawi,PH,2022-09-07  23-47-02,7.9986,124.2928,73.44,86,100,0.6
562,Andros Town,BS,2022-09-07  23-47-03,24.7,-77.7667,84.34,68,40,7.7
563,Ballina,AU,2022-09-07  23-47-03,-28.8667,153.5667,62.78,90,40,2.42
564,Stolin,BY,2022-09-07  23-47-03,51.8912,26.846,43.21,63,2,1.7
565,La Plata,AR,2022-09-07  23-47-04,-34.9215,-57.9545,66.02,69,1,7.7
566,Bodden Town,KY,2022-09-07  23-47-04,19.2833,-81.25,86.0,74,40,0.0
567,Metro,ID,2022-09-07  23-44-14,-5.1131,105.3067,75.0,90,100,3.65
568,Mount Gambier,AU,2022-09-07  23-47-05,-37.8333,140.7667,57.11,94,100,14.97
569,Nisia Floresta,BR,2022-09-07  23-47-05,-6.0911,-35.2086,77.38,77,0,13.24
570,Aldan,RU,2022-09-07  23-47-05,58.6031,125.3894,38.57,93,100,12.3
